Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Battram T	ARIES	-	09/04/2019	Total cholesterol in medium HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in medium HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.014288	0.024253	0.556	-
Battram T	ARIES	-	09/04/2019	Phospholipids in IDL	EFO_0004639	-	-	DNA methylation	Phospholipids in IDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.016819	0.028868	0.56	-
Battram T	ARIES	-	09/04/2019	Phenylalanine	EFO_0005001	-	-	DNA methylation	Phenylalanine	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.196158	0.337309	0.561	-
Battram T	ARIES	-	09/04/2019	Diacylglycerol	-	-	-	DNA methylation	Diacylglycerol	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	627	1	-	48	-	627	627	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.015963	0.027887	0.567	-
Battram T	ARIES	-	09/04/2019	Hip neck bone mineral content	EFO_0007621	-	-	DNA methylation	Hip neck bone mineral content	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001481	0.002607	0.57	-
Battram T	ARIES	-	09/04/2019	Total lipids in small LDL	-	-	-	DNA methylation	Total lipids in small LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.008575	0.015105	0.57	-
Battram T	ARIES	-	09/04/2019	Total lipids in medium LDL	-	-	-	DNA methylation	Total lipids in medium LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.005302	0.009345	0.571	-
Battram T	ARIES	-	09/04/2019	Phospholipids in medium HDL	EFO_0004639	-	-	DNA methylation	Phospholipids in medium HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.015369	0.027426	0.575	-
Battram T	ARIES	-	09/04/2019	Esterified cholesterol	EFO_0008589	-	-	DNA methylation	Esterified cholesterol	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	660	1	-	48	-	660	660	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001887	0.003394	0.578	-
Battram T	ARIES	-	09/04/2019	Phospholipids in very large VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids in very large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	614	1	-	48	-	614	614	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.01466	0.026547	0.581	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters in medium LDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters in medium LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.008367	0.015158	0.581	-
Battram T	ARIES	-	09/04/2019	Hip shaft bone mineral content	EFO_0007621	-	-	DNA methylation	Hip shaft bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	688	1	-	48	-	688	688	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007491	0.013791	0.587	-
Battram T	ARIES	-	09/04/2019	Android lean mass	-	-	-	DNA methylation	Android lean mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	688	1	-	48	-	688	688	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007348	0.013644	0.59	-
Battram T	ARIES	-	09/04/2019	Free cholesterol to total lipids ratio in chylomicrons and XXL VLDL	EFO_0008591	-	-	DNA methylation	Free cholesterol to total lipids ratio in chylomicrons and XXL VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	655	1	-	48	-	655	655	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000392	0.00073	0.591	-
Battram T	ARIES	-	09/04/2019	Phospholipids in large LDL	EFO_0004639	-	-	DNA methylation	Phospholipids in large LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.015377	0.028569	0.591	-
Battram T	ARIES	-	09/04/2019	Hip total Z-score		-	-	DNA methylation	Hip total Z-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	689	1	-	48	-	689	689	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000973	0.001819	0.593	-
Battram T	ARIES	-	09/04/2019	Total lipids in large LDL	-	-	-	DNA methylation	Total lipids in large LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.003152	0.005897	0.593	-
Battram T	ARIES	-	09/04/2019	Concentration of IDL particles	EFO_0008595	-	-	DNA methylation	Concentration of IDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	51746.988763	97383.908155	0.595	-
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	629	1	-	48	-	629	629	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000139	0.000263	0.597	-
Battram T	ARIES	-	09/04/2019	Android fat free mass	-	-	-	DNA methylation	Android fat free mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	688	1	-	48	-	688	688	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007213	0.013783	0.601	-
Battram T	ARIES	-	09/04/2019	Triglycerides to total lipids ratio in very large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides to total lipids ratio in very large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	615	1	-	48	-	615	615	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-7.7e-05	0.000148	0.602	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters in large VLDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	650	1	-	48	-	650	650	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.011066	0.02134	0.604	-
Battram T	ARIES	-	09/04/2019	Leg bone mineral content both	EFO_0007621	-	-	DNA methylation	Leg bone mineral content both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-6e-06	1.2e-05	0.605	-
Battram T	ARIES	-	09/04/2019	Leg bone mass both	-	-	-	DNA methylation	Leg bone mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-6e-06	1.2e-05	0.605	-
Battram T	ARIES	-	09/04/2019	Isoleucine	EFO_0009793	-	-	DNA methylation	Isoleucine	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.095492	0.185523	0.607	-
Battram T	ARIES	-	09/04/2019	Triglycerides in medium LDL	EFO_0004530	-	-	DNA methylation	Triglycerides in medium LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.06246	0.12132	0.607	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters in small LDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters in small LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.01254	0.024439	0.608	-
Battram T	ARIES	-	09/04/2019	Triglycerides in very small VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in very small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.028982	0.057003	0.611	-
Battram T	ARIES	-	09/04/2019	Concentration of large LDL particles	-	-	-	DNA methylation	Concentration of large LDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	27203.004204	53916.263569	0.614	-
Battram T	ARIES	-	09/04/2019	Hip total bone mineral density	EFO_0007702	-	-	DNA methylation	Hip total bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	689	1	-	48	-	689	689	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.006962	0.013942	0.618	-
Battram T	ARIES	-	09/04/2019	Concentration of very small VLDL particles	-	-	-	DNA methylation	Concentration of very small VLDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.004103	0.00822	0.618	-
Battram T	ARIES	-	09/04/2019	Hip total T-score	-	-	-	DNA methylation	Hip total T-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	689	1	-	48	-	689	689	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000832	0.001679	0.62	-
Battram T	ARIES	-	09/04/2019	Pelvis area	-	-	-	DNA methylation	Pelvis area	Age and technical covariates	Beta values	cm2	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1.8e-05	3.6e-05	0.62	-
Battram T	ARIES	-	09/04/2019	Ratio of conjugated linoleic acid to total fatty acids	-	-	-	DNA methylation	Ratio of conjugated linoleic acid to total fatty acids	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	651	1	-	48	-	651	651	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.005596	0.01127	0.62	-
Battram T	ARIES	-	09/04/2019	Concentration of small LDL particles	-	-	-	DNA methylation	Concentration of small LDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	28989.17718	58677.689041	0.621	-
Battram T	ARIES	-	09/04/2019	Ratio of 18:2 linoleic acid to total fatty acids	-	-	-	DNA methylation	Ratio of 18:2 linoleic acid to total fatty acids	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	658	1	-	48	-	658	658	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00036	0.000736	0.625	-
Battram T	ARIES	-	09/04/2019	Pelvis bone mineral content	EFO_0007621	-	-	DNA methylation	Pelvis bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1.1e-05	2.3e-05	0.626	-
Battram T	ARIES	-	09/04/2019	Total lipids in medium VLDL	-	-	-	DNA methylation	Total lipids in medium VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	663	1	-	48	-	663	663	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.006781	0.013935	0.627	-
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in medium HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in medium HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000483	0.001008	0.632	-
Battram T	ARIES	-	09/04/2019	Hip axis length	-	-	-	DNA methylation	Hip axis length	Age and technical covariates	Beta values	mm	Illumina HumanMethylation450	Whole blood	-	655	1	-	48	-	655	655	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000159	0.000333	0.634	-
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in large VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in large VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	645	1	-	48	-	645	645	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000148	0.000312	0.635	-
Battram T	ARIES	-	09/04/2019	Fasting Haemoglobin	EFO_0004509	-	-	DNA methylation	Fasting Haemoglobin	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	675	1	-	48	-	675	675	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000945	0.002001	0.637	-
Battram T	ARIES	-	09/04/2019	Head bone mineral content	EFO_0007621	-	-	DNA methylation	Head bone mineral content	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-1.3e-05	2.7e-05	0.637	-
Battram T	ARIES	-	09/04/2019	Phospholipids in medium VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids in medium VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	663	1	-	48	-	663	663	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.011589	0.024721	0.639	-
Battram T	ARIES	-	09/04/2019	Android tissue fat	-	-	-	DNA methylation	Android tissue fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.010707	0.023017	0.642	-
Battram T	ARIES	-	09/04/2019	Free cholesterol to total lipids ratio in medium VLDL	EFO_0008591	-	-	DNA methylation	Free cholesterol to total lipids ratio in medium VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	661	1	-	48	-	661	661	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000713	0.001539	0.643	-
Battram T	ARIES	-	09/04/2019	Spine area	-	-	-	DNA methylation	Spine area	Age and technical covariates	Beta values	cm2	Illumina HumanMethylation450	Whole blood	-	686	1	-	48	-	686	686	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	3.5e-05	7.5e-05	0.643	-
Battram T	ARIES	-	09/04/2019	Android bone mass	-	-	-	DNA methylation	Android bone mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	692	1	-	48	-	692	692	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.004058	0.008757	0.643	-
Battram T	ARIES	-	09/04/2019	Triglycerides in large HDL	EFO_0004530	-	-	DNA methylation	Triglycerides in large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.063403	0.138604	0.648	-
Battram T	ARIES	-	09/04/2019	Android region fat	-	-	-	DNA methylation	Android region fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.01066	0.023378	0.649	-
Battram T	ARIES	-	09/04/2019	Total phosphoglycerides	-	-	-	DNA methylation	Total phosphoglycerides	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	659	1	-	48	-	659	659	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00277	0.006085	0.649	-
Battram T	ARIES	-	09/04/2019	Concentration of medium LDL particles	-	-	-	DNA methylation	Concentration of medium LDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	28079.490091	61665.310484	0.649	-
Battram T	ARIES	-	09/04/2019	Hip cortical width calcar	-	-	-	DNA methylation	Hip cortical width calcar	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	653	1	-	48	-	653	653	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000955	0.002105	0.65	-
Battram T	ARIES	-	09/04/2019	Concentration of chylomicrons and extremely large VLDL particles	-	-	-	DNA methylation	Concentration of chylomicrons and extremely large VLDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	608	1	-	48	-	608	608	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-5.965975	13.331994	0.655	-
Battram T	ARIES	-	09/04/2019	Triglycerides in medium VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in medium VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	660	1	-	48	-	660	660	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00134	0.00302	0.658	-
Battram T	ARIES	-	09/04/2019	Gynoid lean mass	-	-	-	DNA methylation	Gynoid lean mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-1e-06	2e-06	0.659	-
Battram T	ARIES	-	09/04/2019	Phospholipids to total lipds ratio in medium HDL	EFO_0004639	-	-	DNA methylation	Phospholipids to total lipds ratio in medium HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000798	0.001829	0.663	-
Battram T	ARIES	-	09/04/2019	Concentration of very large VLDL particles	-	-	-	DNA methylation	Concentration of very large VLDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	603	1	-	48	-	603	603	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-3.05	7.015641	0.664	-
Battram T	ARIES	-	09/04/2019	Pelvis bone mineral density	EFO_0007591	-	-	DNA methylation	Pelvis bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.007401	0.017126	0.666	-
Battram T	ARIES	-	09/04/2019	Free cholesterol in medium HDL	EFO_0008591	-	-	DNA methylation	Free cholesterol in medium HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.04727	0.110236	0.668	-
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in very large HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in very large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000176	0.000413	0.67	-
Battram T	ARIES	-	09/04/2019	Leg fat free mass both	-	-	-	DNA methylation	Leg fat free mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0	1e-06	0.671	-
Battram T	ARIES	-	09/04/2019	Triglycerides in large VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	657	1	-	48	-	657	657	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.005639	0.013457	0.675	-
Battram T	ARIES	-	09/04/2019	Leg lean mass both	-	-	-	DNA methylation	Leg lean mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0	1e-06	0.676	-
Battram T	ARIES	-	09/04/2019	Leg region fat both	-	-	-	DNA methylation	Leg region fat both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.010341	0.024901	0.678	-
Battram T	ARIES	-	09/04/2019	22:6 docosahexaenoic acid	EFO_0007761	-	-	DNA methylation	22:6 docosahexaenoic acid	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	657	1	-	48	-	657	657	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.002816	0.006839	0.681	-
Battram T	ARIES	-	09/04/2019	Citrate	-	-	-	DNA methylation	Citrate	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.031084	0.075788	0.682	-
Battram T	ARIES	-	09/04/2019	Glutamine	EFO_0009768	-	-	DNA methylation	Glutamine	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.014572	0.035703	0.683	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters to total lipids ratio in very large HDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters to total lipids ratio in very large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000175	0.000429	0.683	-
Battram T	ARIES	-	09/04/2019	Total cholesterol in large VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	653	1	-	48	-	653	653	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.006793	0.016715	0.685	-
Battram T	ARIES	-	09/04/2019	Total cholesterol to total lipids ratio in large HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol to total lipids ratio in large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	3e-06	6e-06	0.69	-
Battram T	ARIES	-	09/04/2019	Leg tissue fat both	-	-	-	DNA methylation	Leg tissue fat both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.009582	0.024271	0.693	-
Battram T	ARIES	-	09/04/2019	Hip Troch area	-	-	-	DNA methylation	Hip Troch area	Age and technical covariates	Beta values	cm2	Illumina HumanMethylation450	Whole blood	-	689	1	-	48	-	689	689	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000414	0.001058	0.696	-
Battram T	ARIES	-	09/04/2019	Sex hormone-binding globulin	EFO_0003941	-	-	DNA methylation	Sex hormone-binding globulin	Age and technical covariates	Beta values	nmol/l	Illumina HumanMethylation450	Whole blood	-	637	1	-	48	-	637	637	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001522	0.003896	0.696	-
Battram T	ARIES	-	09/04/2019	Phospholipids to total lipds ratio in very small VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids to total lipds ratio in very small VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000423	0.001085	0.697	-
Battram T	ARIES	-	09/04/2019	Concentration of medium VLDL particles	-	-	-	DNA methylation	Concentration of medium VLDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	663	1	-	48	-	663	663	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1.704698	4.406589	0.699	-
Battram T	ARIES	-	09/04/2019	Triglycerides in large LDL	EFO_0004530	-	-	DNA methylation	Triglycerides in large LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.025271	0.065889	0.701	-
Battram T	ARIES	-	09/04/2019	Trunk tissue mass	-	-	-	DNA methylation	Trunk tissue mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	686	1	-	48	-	686	686	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.003508	0.009172	0.702	-
Battram T	ARIES	-	09/04/2019	Tyrosine	EFO_0005058	-	-	DNA methylation	Tyrosine	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.068382	0.179559	0.703	-
Battram T	ARIES	-	09/04/2019	Triglycerides in LDL	EFO_0004530	-	-	DNA methylation	Triglycerides in LDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.012756	0.034016	0.708	-
